SR_ID_Pub3,No of trials_Pub3,No of participants_Pub3,List of participants_Pub3,PublicationDate_Pub3,SearchDate_Pub3,conclusion,No of trials_Pub2,No of participants_Pub2,List of participants_Pub2,SearchDate_Pub2
24136036,60,21059,"[10, 4, 26, 1, 7, 3, 301, 5, 76, 365, 69, 1, 1, 2, 1, 1, 1, 1, 3, 56, 69, 2399, 215, 2064, 1, 1, 1, 458, 150, 4010, 1, 1, 5, 4, 3, 3, 5, 88, 59, 93, 160, 1, 24, 1, 225, 5225, 393, 1, 127, 3232, 726, 36, 104, 15, 1, 7, 107, 109, 1]",18-Oct-13,11-Jan-13,1,48,13085,"[263, 4, 26, 202, 254, 800, 76, 365, 69, 42, 200, 149, 328, 56, 69, 399, 215, 64, 150, 106, 458, 150, 10, 401, 2022, 2159, 502, 701, 88, 59, 93, 24, 46, 282, 225, 393, 127, 232, 726, 36, 104, 15, 172, 7, 107, 109]",31-Oct-09
24132718,2,69,"[44, 25]",16-Oct-13,29-Oct-12,0,2,0,[],23-Nov-10
24127117,1,0,[],15-Oct-13,30-Sep-13,0,1,0,[],30-Apr-11
24122673,1,513,[513],13-Oct-13,31-Jul-13,0,1,513,[513],30-Jun-08
24114291,8,269,"[14, 14, 20, 54, 78, 66, 23]",10-Oct-13,31-Jul-13,0,8,269,"[14, 14, 20, 54, 78, 66, 23]",30-Nov-10
24096743,49,3657,"[60, 80, 62, 86, 70, 62, 62, 112, 65, 48, 90, 61, 70, 45, 36, 82, 79, 60, 40, 65, 110, 110, 80, 90, 74, 100, 84, 90, 100, 68, 84, 134, 86, 40, 60, 79, 88, 72, 80, 61, 70, 70, 60, 100, 43, 60, 87, 44, 98]",6-Oct-13,14-May-12,0,39,2890,"[60, 62, 86, 70, 62, 62, 65, 48, 90, 61, 70, 45, 36, 79, 60, 40, 65, 110, 110, 90, 74, 100, 84, 90, 100, 68, 84, 134, 86, 60, 79, 88, 80, 61, 70, 70, 60, 87, 44]",15-Jun-10
24092546,1,45,[45],4-Oct-13,31-Jul-07,0,1,0,[],31-Jul-07
24092525,32,2730,"[160, 10, 36, 327, 10, 175, 42, 42, 57, 276, 182, 223, 47, 198, 97, 30, 47, 30, 10, 47, 50, 25, 19, 29, 38, 135, 69, 196, 10, 19, 93, 1]",3-Oct-13,31-Jul-12,0,25,1804,"[160, 10, 36, 276, 182, 223, 47, 198, 97, 30, 47, 30, 47, 50, 25, 135, 10, 46, 93, 62]",31-May-06
24085642,26,2626,"[150, 87, 58, 140, 100, 72, 142, 120, 79, 166, 215, 134, 99, 72, 113, 132, 52, 30, 120, 120, 64, 70, 177, 114]",30-Sep-13,31-Aug-13,1,17,1855,"[87, 58, 140, 100, 72, 142, 120, 79, 166, 215, 134, 99, 52, 30, 70, 177, 114]",31-Jan-06
24085641,1,0,[],30-Sep-13,17-Jun-13,0,1,0,[],13-Jun-07
24043476,7,5390,"[306, 1915, 705, 405, 651, 960, 448]",16-Sep-13,16-Apr-13,0,7,5390,"[306, 1915, 705, 405, 651, 960, 448]",28-Feb-08
24030708,6,0,[],12-Sep-13,5-Aug-13,0,6,0,[],24-Apr-12
24027118,6,122,"[10, 19, 14, 7, 23, 49]",11-Sep-13,31-Mar-13,0,6,122,"[10, 19, 14, 7, 23, 49]",6-May-08
24014191,8,146,"[38, 51, 23, 19, 15]",6-Sep-13,31-Oct-12,0,8,15,[15],31-Oct-08
24006231,9,366,"[21, 41, 12, 21, 61, 58, 29, 77, 46]",5-Sep-13,30-Apr-13,0,9,366,"[21, 41, 12, 21, 61, 58, 29, 77, 46]",30-Apr-13
24000051,3,0,[],3-Sep-13,28-Feb-13,0,3,167,"[18, 61, 88]",31-Jul-11
23999944,1,20,[20],2-Sep-13,2-Jul-13,0,1,20,[20],31-May-10
23990391,25,3926,"[138, 236, 214, 363, 124, 299, 208, 351, 107, 174, 134, 103, 33, 542, 132, 211, 134, 112, 93, 138, 80]",30-Aug-13,31-Mar-12,0,23,3289,"[138, 214, 363, 124, 299, 208, 84, 107, 174, 103, 33, 542, 132, 211, 134, 112, 93, 138, 80]",31-Jul-08
23990333,12,1557,"[168, 240, 170, 299, 228, 59, 60, 33, 46, 82, 105, 67]",29-Aug-13,13-Feb-13,0,10,1089,"[168, 170, 299, 59, 60, 33, 46, 82, 105, 67]",31-Jan-08
23986434,22,1742,"[80, 36, 80, 100, 30, 40, 80, 60, 60, 40, 60, 80, 120, 120, 104, 60, 60, 22, 220, 70, 120, 100]",28-Aug-13,30-Jun-13,1,15,1020,"[80, 36, 80, 100, 30, 40, 60, 40, 60, 80, 120, 104, 60, 60, 70]",30-Sep-22
23980026,8,141,"[13, 20, 19, 13, 24, 12, 24, 16]",27-Aug-13,31-Jul-12,1,23,622,"[20, 29, 13, 32, 10, 16, 20, 20, 49, 14, 24, 24, 24, 41, 65, 12, 24, 43, 16, 35, 30, 20, 41]",31-Mar-08
23970444,3,739,"[295, 379, 65]",22-Aug-13,30-Jun-12,1,3,739,"[295, 379, 65]",31-Jan-09
23966209,5,3130,"[60, 2443, 203, 94, 330]",22-Aug-13,30-Jun-13,0,5,3130,"[60, 2443, 203, 94, 330]",30-Apr-09
23963794,4,535,"[200, 50, 137, 148]",21-Aug-13,31-Jul-12,0,3,387,"[200, 137, 50]",28-Feb-10
23963766,3,524,"[47, 177, 300]",21-Aug-13,31-Jul-13,0,1,177,[177],10-May-10
23963739,13,8946,"[1101, 502, 503, 109, 100, 640, 213, 2304, 1156, 770, 405, 648, 495]",21-Aug-13,28-Jan-13,1,11,6187,"[503, 109, 100, 640, 213, 2304, 770, 405, 648, 495]",31-Jan-08
23963712,4,0,[],20-Aug-13,13-Dec-12,0,4,0,[],31-Aug-10
23959778,9,314,"[13, 6, 44, 37, 149, 15, 30, 1, 19]",20-Aug-13,31-Mar-13,0,7,276,"[13, 6, 44, 149, 15, 30, 19]",31-Dec-09
23959763,25,5115,"[40, 200, 1067, 409, 60, 200, 200, 185, 229, 40, 68, 61, 188, 60, 221, 196, 60, 40, 107, 100, 761, 204, 62, 160, 197]",20-Aug-13,31-Jan-13,1,21,3367,"[40, 1067, 60, 200, 200, 116, 229, 40, 61, 60, 196, 40, 107, 100, 505, 83, 160, 103]",30-Nov-08
23955465,5,167,"[40, 40, 37, 20, 30]",17-Aug-13,31-Mar-13,0,5,167,"[40, 40, 37, 20, 30]",28-Jan-11
23922167,5,535,"[40, 317, 134, 24, 20]",6-Aug-13,30-Apr-13,0,4,511,"[40, 317, 134, 20]",4-Jan-12
23913547,8,416,"[41, 169, 41, 62, 62, 41]",3-Aug-13,31-Jan-13,0,7,375,"[41, 169, 41, 62, 62]",31-May-10
23913521,3,1945,"[250, 239, 1456]",3-Aug-13,31-Mar-13,0,3,1945,"[250, 239, 1456]",11-Apr-12
23908052,1,510,[510],2-Aug-13,31-May-13,0,1,510,[510],16-Jun-10
23904194,10,502,"[42, 59, 68, 25, 30, 22, 44, 20, 32, 160]",1-Aug-13,31-Aug-12,0,9,470,"[42, 59, 68, 25, 30, 22, 44, 20, 160]",28-Feb-07
23904069,6,541,"[200, 59, 61, 150, 1, 70]",31-Jul-13,31-Jan-13,0,1,61,[61],31-Aug-07
23900970,11,611,"[115, 75, 53, 24, 60, 47, 50, 64, 31, 70, 22]",31-Jul-13,31-May-13,0,7,319,"[75, 24, 47, 50, 31, 70, 22]",30-Jun-10
23897485,4,701,"[423, 100, 101, 77]",29-Jul-13,30-Jun-08,0,4,701,"[423, 100, 101, 77]",28-Feb-11
23888428,20,4814,"[635, 258, 107, 225, 150, 1000, 80, 44, 200, 416, 160, 160, 100, 32, 228, 370, 226, 150, 273]",26-Jul-13,31-Jul-13,0,13,1843,"[258, 107, 225, 150, 160, 160, 100, 32, 228, 150, 273]",31-Aug-07
23884904,10,1139,"[160, 224, 21, 32, 135, 80, 160, 116, 107, 104]",24-Jul-13,17-Jul-12,1,5,484,"[21, 80, 160, 116, 107]",31-Mar-10
23853046,4,320,"[19, 100, 47, 154]",13-Jul-13,31-May-13,0,4,333,"[19, 100, 60, 154]",28-Feb-11
23852992,9,252,"[19, 26, 21, 8, 20, 36, 41, 52, 29]",12-Jul-13,13-Jun-13,0,8,212,"[26, 8, 20, 36, 41, 52, 29]",8-Oct-10
23846869,5,446,"[172, 31, 140, 29, 74]",12-Jul-13,30-Apr-13,0,5,446,"[172, 31, 140, 29, 74]",10-Jun-11
23846831,20,850,"[20, 40, 70, 60, 30, 36, 47, 30, 52, 22, 50, 80, 24, 30, 40, 63, 60, 28, 18, 50]",11-Jul-13,30-Nov-12,0,9,291,"[20, 40, 30, 47, 22, 50, 24, 30, 28]",30-Jun-06
23846738,2,319,"[226, 93]",11-Jul-13,30-Jun-13,0,2,319,"[226, 93]",29-Feb-12
23843134,15,3576,"[180, 400, 276, 476, 107, 102, 1000, 554, 57, 45, 379]",11-Jul-13,13-Feb-13,1,11,2939,"[276, 476, 107, 102, 1000, 554, 45, 379]",31-Dec-07
23818022,3,200,[200],1-Jul-13,30-Apr-13,1,1,200,[200],31-Mar-08
23813478,2,75,[75],30-Jun-13,31-Mar-13,1,1,75,[75],31-Mar-08
23813336,8,1644,"[138, 44, 542, 122, 200, 153, 273, 172]",29-Jun-13,31-May-09,0,6,902,"[138, 44, 122, 153, 273, 172]",31-May-09
23807762,9,2577,"[278, 500, 103, 25, 620, 321, 389, 54, 287]",28-Jun-13,31-Jan-13,0,9,2577,"[278, 500, 103, 25, 620, 321, 389, 54, 287]",31-May-10
23799857,6,375,"[39, 20, 75, 30, 134, 77]",25-Jun-13,30-Apr-13,0,6,375,"[39, 20, 75, 30, 134, 77]",4-Jan-12
23794322,3,354,"[45, 285, 24]",24-Jun-13,15-May-13,0,3,354,"[45, 285, 24]",6-Apr-11
23794255,8,1271,"[60, 61, 630, 57, 412, 37, 14]",23-Jun-13,23-Feb-13,0,8,1271,"[60, 61, 630, 57, 412, 37, 14]",30-Apr-11
23784858,7,1847,"[41, 955, 321, 69, 411, 50]",19-Jun-13,8-Apr-13,0,7,1847,"[41, 955, 321, 69, 411, 50]",28-Feb-11
23771707,3,996,"[483, 476, 37]",17-Jun-13,30-May-13,0,3,996,"[483, 476, 37]",19-Apr-11
23744625,29,17907,"[742, 523, 338, 480, 619, 456, 616, 370, 680, 622, 383, 596, 1970, 1970, 852, 852, 708, 630, 663, 271, 411, 187, 522, 752, 301, 286, 495, 250, 362]",7-Jun-13,31-Aug-12,1,23,12696,"[523, 480, 619, 456, 616, 680, 622, 596, 1970, 852, 852, 708, 630, 663, 271, 411, 187, 522, 752, 286]",31-Oct-08
23744597,14,788,"[79, 60, 41, 36, 40, 18, 62, 20, 18, 109, 29, 205, 49, 22]",6-Jun-13,31-Mar-13,0,14,788,"[79, 60, 41, 36, 40, 18, 62, 20, 18, 109, 29, 205, 49, 22]",3-Feb-09
23744348,11,0,[],6-Jun-13,28-Feb-13,0,11,0,[],31-Mar-07
23740766,6,157,"[20, 18, 40, 30, 19, 30]",6-Jun-13,30-Apr-13,0,6,157,"[20, 18, 40, 30, 19, 30]",10-Jun-11
23740567,9,68,"[30, 38]",5-Jun-13,30-Apr-11,1,3,128,"[30, 38, 60]",30-Jun-06
23737089,4,111,"[26, 27, 24, 34]",5-Jun-13,26-Jul-12,0,3,84,"[26, 24, 34]",26-Aug-10
23737088,5,127,"[8, 17, 52, 25, 25]",5-Jun-13,22-Feb-13,0,5,127,"[8, 52, 17, 25, 25]",6-Oct-10
23737086,3,56,"[9, 24, 23]",5-Jun-13,28-Jun-12,0,3,56,"[9, 24, 23]",9-Jun-10
23737030,21,3286,"[225, 199, 110, 200, 100, 120, 300, 150, 300, 120, 150, 130, 85, 150, 129, 188, 150, 100, 120, 100, 160]",5-Jun-13,28-Feb-13,0,19,2798,"[225, 199, 110, 200, 100, 120, 150, 300, 120, 150, 130, 85, 150, 129, 150, 100, 120, 100, 160]",2-Sep-11
23733384,9,918,"[59, 23, 184, 167, 222, 64, 40, 79, 80]",4-Jun-13,30-Apr-13,0,9,918,"[59, 23, 184, 167, 222, 64, 40, 79, 80]",30-Apr-11
23728676,3,40,"[10, 20, 10]",31-May-13,30-Jul-12,0,3,50,"[20, 20, 10]",31-Jul-10
23728670,3,1448,"[1323, 125]",31-May-13,30-Nov-12,1,3,185,"[59, 1, 125]",31-Mar-10
23728666,4,238,"[169, 21, 48]",31-May-13,31-Mar-13,0,3,190,"[169, 21]",30-Nov-09
23728654,32,3005,"[129, 22, 46, 36, 40, 60, 123, 52, 80, 30, 40, 124, 1156, 58, 89, 42, 27, 80, 100, 84, 40, 36, 109, 130, 26, 83, 40, 40, 30, 22, 8, 23]",31-May-13,20-Apr-11,1,21,1156,"[46, 36, 40, 60, 123, 58, 89, 42, 27, 80, 100, 40, 36, 130, 26, 83, 40, 40, 30, 22, 8]",30-Apr-05
23728653,2,52,"[27, 25]",31-May-13,2-Jul-12,0,2,52,"[27, 25]",31-Aug-07
23728634,4,422,"[49, 75, 50, 248]",31-May-13,31-Jan-13,0,4,422,"[49, 75, 50, 248]",31-May-10
23633373,1,61,[61],30-Apr-13,31-Dec-12,0,1,61,[61],30-Nov-11
23633360,5,1368,"[72, 317, 156, 690, 133]",30-Apr-13,27-Sep-11,1,5,1368,"[72, 317, 156, 690, 133]",27-Sep-11
23633357,2,32,"[18, 14]",30-Apr-13,11-Oct-12,0,2,32,"[18, 14]",15-Apr-10
23633353,21,2858,"[35, 34, 16, 322, 58, 280, 75, 105, 67, 30, 67, 45, 21, 35, 278, 303, 381, 60, 230, 33, 383]",30-Apr-13,28-Feb-13,0,19,2755,"[35, 34, 16, 322, 280, 75, 105, 67, 30, 67, 21, 35, 278, 303, 381, 60, 230, 33, 383]",31-Dec-11
23633352,1,46,[46],30-Apr-13,25-Jan-13,0,1,46,[46],2-Feb-11
23633349,11,3014,"[49, 161, 173, 607, 721, 288, 289, 58, 149, 173, 346]",30-Apr-13,4-Oct-10,1,10,2841,"[49, 161, 173, 607, 721, 288, 289, 58, 149, 346]",4-Oct-10
23633348,9,4396,"[660, 312, 40, 1559, 729, 124, 155, 34, 783]",30-Apr-13,22-Apr-10,1,9,4396,"[660, 312, 40, 1559, 729, 124, 155, 34, 783]",22-Apr-10
23633347,9,571,"[30, 126, 56, 128, 45, 40, 60, 24, 62]",30-Apr-13,2-Aug-12,0,7,517,"[126, 56, 128, 45, 40, 60, 62]",30-Nov-09
23633346,7,4895,"[47, 42, 362, 3283, 200, 206, 755]",30-Apr-13,31-Dec-12,0,6,3425,"[47, 362, 1855, 200, 206, 755]",31-Oct-09
23633340,14,9360,"[1477, 1854, 430, 102, 908, 1890, 654, 341, 696, 1008]",30-Apr-13,28-Feb-13,1,12,4103,"[1854, 908, 341, 1000]",30-Sep-08
23633335,2,630,"[518, 112]",30-Apr-13,31-Oct-12,0,2,630,"[518, 112]",31-Mar-07
23633333,16,1565,"[127, 36, 75, 312, 75, 13, 127, 36, 73, 66, 124, 36, 202, 73, 93, 97]",30-Apr-13,30-Jun-12,1,8,662,"[75, 13, 73, 36, 202, 73, 97, 93]",15-Jan-09
23633329,21,2222,"[69, 100, 124, 134, 35, 188, 100, 60, 120, 115, 138, 136, 120, 66, 260, 120, 62, 102, 76, 30, 67]",30-Apr-13,11-Sep-12,0,2,150,"[35, 115]",31-Dec-08
23633318,18,3057,"[240, 525, 214, 198, 314, 218, 344, 396, 19, 116, 128, 345]",30-Apr-13,31-Oct-12,0,18,3057,"[240, 525, 214, 198, 314, 218, 344, 396, 19, 116, 128, 345]",31-Aug-10
23543561,1,61,[61],28-Mar-13,30-Nov-12,0,1,61,[61],31-Jan-11
23543560,1,21,[21],28-Mar-13,31-Aug-09,0,1,21,[21],31-Aug-09
23543554,4,37,"[16, 21]",28-Mar-13,31-Dec-09,0,4,37,"[16, 21]",31-Dec-09
23543552,11,777,"[79, 60, 100, 90, 30, 204, 34, 60, 60, 60]",28-Mar-13,20-Aug-12,0,9,717,"[79, 100, 90, 30, 204, 34, 60, 60, 60]",30-Sep-09
23543549,20,4804,"[270, 169, 126, 34, 460, 300, 242, 94, 300, 19, 201, 80, 40, 300, 1200, 317, 652]",28-Mar-13,30-Nov-12,0,15,4262,"[270, 169, 126, 34, 460, 94, 300, 19, 201, 80, 40, 300, 1200, 317, 652]",30-Sep-09
23543548,40,18029,"[503, 475, 497, 3416, 308, 502, 621, 356, 628, 466, 54, 350, 282, 203, 267, 365, 339, 283, 360, 532, 362, 61, 63, 186, 548, 82, 449, 908, 844, 464, 331, 331, 532, 475, 476, 349, 46, 150, 509, 56]",28-Mar-13,31-Aug-12,0,33,14234,"[503, 497, 3416, 502, 466, 54, 282, 203, 267, 365, 283, 360, 362, 61, 63, 548, 82, 449, 908, 844, 464, 331, 331, 532, 475, 476, 349, 46, 150, 509, 56]",31-Oct-08
23543540,4,2247,"[1147, 261, 279, 560]",28-Mar-13,31-Jul-11,1,3,1687,"[1147, 261, 279]",28-Feb-08
23543531,2,48,"[41, 7]",28-Mar-13,1-May-12,0,2,48,"[41, 7]",31-Dec-08
23543527,1,154,[154],28-Mar-13,8-Feb-12,0,1,154,[154],31-Jul-07
23543518,3,262,"[75, 143, 44]",28-Mar-13,31-May-12,0,3,262,"[75, 143, 44]",30-Jun-08
23450606,7,0,[],28-Feb-13,31-Oct-12,0,7,0,[],31-Dec-11
23450584,4,53,"[10, 43]",28-Feb-13,28-Aug-12,0,4,53,"[10, 43]",5-Jul-10
23450583,2,157,"[87, 70]",28-Feb-13,30-Apr-10,0,2,157,"[87, 70]",30-Apr-10
23450582,2,130,[130],28-Feb-13,31-Oct-12,0,1,130,[130],30-Sep-10
23450581,5,382,"[206, 10, 44, 82, 40]",28-Feb-13,25-May-12,1,4,176,"[10, 44, 82, 40]",10-Jun-09
23450579,1,12,[12],28-Feb-13,31-Jul-12,0,1,12,[12],30-Apr-10
23450576,6,2073,"[402, 494, 416, 307, 299, 155]",28-Feb-13,31-Dec-12,1,9,1560,"[402, 32, 235, 277, 99, 40, 307, 25, 143]",31-May-09
23450574,34,2163,"[298, 141, 19, 57, 51, 181, 45, 32, 59, 80, 9, 46, 51, 100, 128, 15, 32, 61, 10, 10, 53, 14, 78, 79, 57, 50, 50, 69, 86, 12, 10, 12, 120, 48]",28-Feb-13,31-Oct-12,0,21,1289,"[298, 19, 57, 51, 181, 45, 32, 59, 80, 46, 51, 10, 10, 14, 78, 50, 50, 86, 12, 12, 48]",30-Apr-10
23450573,2,10,[10],28-Feb-13,31-Oct-12,0,2,10,[10],31-Jan-10
23450572,3,605,"[179, 194, 232]",28-Feb-13,30-Nov-12,0,3,605,"[179, 194, 232]",31-May-10
23450571,6,402,"[252, 15, 58, 15, 26, 36]",28-Feb-13,11-Sep-12,0,5,366,"[252, 15, 58, 15, 26]",7-Apr-10
23450568,6,0,[],28-Feb-13,30-Nov-12,0,6,0,[],31-Aug-09
23450566,2,5455,"[432, 5023]",28-Feb-13,15-Jan-12,0,1,432,[432],30-Nov-07
23450565,5,0,[],28-Feb-13,30-Jun-12,0,4,0,[],30-Jun-07
23450563,2,238,"[25, 213]",28-Feb-13,30-Sep-12,0,2,238,"[25, 213]",31-Mar-10
23450562,2,0,[],28-Feb-13,7-Nov-12,0,2,0,[],25-Feb-09
23450557,25,2997,"[50, 78, 108, 87, 368, 51, 50, 100, 80, 40, 100, 105, 30, 104, 92, 100, 100, 900, 100, 84, 50, 50, 100, 30, 40]",28-Feb-13,13-Jun-12,1,19,2554,"[50, 108, 87, 368, 51, 100, 40, 104, 92, 100, 100, 900, 100, 84, 50, 50, 100, 30, 40]",31-May-08
23450551,67,6299,"[29, 31, 21, 24, 16, 56, 66, 39, 42, 66, 50, 224, 68, 54, 23, 86, 50, 32, 28, 42, 42, 278, 100, 20, 30, 19, 682, 24, 15, 96, 175, 88, 149, 49, 65, 78, 58, 468, 194, 15, 107, 149, 24, 115, 487, 30, 134, 191, 118, 34, 249, 16, 14, 94, 97, 190, 16, 81, 28, 17, 120, 40, 70, 72, 71, 13, 30]",28-Feb-13,31-May-12,1,49,1744,"[15, 11, 13, 8, 33, 10, 22, 66, 29, 10, 30, 25, 10, 130, 25, 6, 10, 12, 96, 88, 20, 36, 39, 29, 142, 97, 8, 52, 12, 58, 6, 2, 40, 50, 330, 9, 42, 20, 9, 30, 2, 26, 6, 30]",31-Mar-08
23450537,10,1127,"[73, 73, 68, 217, 30, 139, 138, 98, 179, 112]",28-Feb-13,18-Oct-12,0,7,535,"[73, 73, 98, 179, 112]",28-Feb-09
23440820,1,33,[33],31-Jan-13,13-Feb-12,0,1,33,[33],31-May-09
23440819,5,1361,"[160, 300, 501, 400]",31-Jan-13,8-Aug-12,0,4,1361,"[160, 300, 501, 400]",31-Dec-09
23440815,4,301,"[180, 121]",31-Jan-13,10-Nov-12,0,4,301,"[180, 121]",30-Apr-09
23440813,5,507,"[41, 92, 125, 100, 149]",31-Jan-13,31-Aug-12,0,5,507,"[41, 92, 125, 100, 149]",30-Sep-08
23440811,1,0,[],31-Jan-13,30-Nov-12,0,1,0,[],31-May-09
23440809,12,35430,"[506, 1882, 283, 593, 5522, 3749, 12, 2501, 3680, 8164, 5442, 3096]",31-Jan-13,28-Feb-12,0,8,24247,"[1882, 283, 593, 5522, 3749, 3680, 5442, 3096]",31-Aug-08
23440808,2,815,"[174, 641]",31-Jan-13,31-Oct-12,0,2,815,"[174, 641]",31-May-10
23440807,2,273,[273],31-Jan-13,31-Jan-12,0,1,273,[273],31-Jan-07
23440780,25,2889,"[600, 1, 180, 2108]",31-Jan-13,30-Jun-12,0,22,2889,"[600, 1, 180, 2108]",30-Jun-07
23235653,2,179,"[89, 90]",12-Dec-12,29-Jun-12,0,2,179,"[89, 90]",7-May-10
23235650,6,2105,"[410, 401, 300, 396, 539, 59]",12-Dec-12,9-Jul-12,0,6,2105,"[410, 401, 300, 396, 539, 59]",30-Apr-09
23235649,18,397,"[18, 20, 16, 18, 27, 20, 33, 18, 7, 10, 30, 10, 21, 18, 24, 67, 24, 16]",12-Dec-12,2-Aug-12,0,17,367,"[18, 20, 16, 18, 27, 20, 33, 18, 7, 10, 10, 21, 18, 24, 67, 24, 16]",5-Aug-10
23235642,11,2660,"[101, 80, 854, 172, 288, 126, 151, 759, 129]",12-Dec-12,30-Jun-12,1,4,430,"[101, 172, 28, 129]",16-Apr-09
23235641,6,1078,"[210, 192, 107, 134, 291, 144]",12-Dec-12,31-Aug-12,0,6,1078,"[210, 192, 107, 134, 291, 144]",31-Mar-09
23235638,3,145,"[31, 57, 57]",12-Dec-12,15-Oct-12,0,3,145,"[31, 57, 57]",4-Aug-10
23235635,2,0,[],12-Dec-12,21-Jun-12,0,2,0,[],26-Mar-09
23235634,5,214,"[38, 80, 40, 16, 40]",12-Dec-12,31-Jan-12,0,4,174,"[38, 80, 40, 16]",31-Jul-08
23235623,60,33206,"[1822, 981, 122, 48, 27, 205, 610, 289, 68, 43, 5637, 110, 715, 24, 54, 196, 5264, 238, 693, 115, 626, 11, 1206, 1654, 29, 402, 617, 682, 24, 1122, 3321, 223, 71, 134, 9, 1125, 194, 12, 110, 334, 499, 191, 160, 553, 145, 602, 190, 16, 40, 308, 32, 28, 199, 70, 20, 10, 10, 217, 88, 661]",12-Dec-12,31-Mar-12,1,41,11754,"[48, 981, 122, 48, 27, 205, 610, 68, 209, 110, 20, 3999, 54, 20, 238, 693, 626, 8, 29, 402, 14, 41, 223, 71, 134, 9, 194, 110, 14, 191, 160, 553, 190, 16, 308, 32, 27, 199, 70, 20, 661]",31-Jan-09
23235622,2,36,"[18, 18]",12-Dec-12,28-Feb-12,0,2,36,"[18, 18]",31-Jan-09
23235621,3,386,"[175, 107, 104]",12-Dec-12,16-Jul-12,0,3,386,"[175, 107, 104]",31-Oct-09
23235601,37,1893,"[50, 48, 42, 29, 35, 36, 32, 36, 49, 42, 37, 61, 27, 106, 75, 28, 30, 46, 36, 43, 26, 168, 99, 74, 39, 44, 119, 43, 69, 44, 43, 34, 39, 55, 29, 51, 29]",12-Dec-12,31-Mar-12,1,29,1432,"[50, 48, 29, 35, 36, 32, 36, 49, 51, 42, 61, 27, 75, 28, 46, 46, 36, 43, 26, 99, 87, 39, 119, 43, 77, 44, 43, 34, 51]",31-Aug-08
23235575,23,1139,"[59, 20, 40, 50, 86, 30, 85, 74, 48, 42, 76, 60, 55, 48, 28, 61, 32, 56, 77, 72, 40]",12-Dec-12,31-Jan-12,1,16,759,"[59, 20, 40, 50, 86, 30, 85, 74, 48, 42, 48, 28, 32, 77, 40]",31-Mar-10
23152263,6,208,"[34, 27, 45, 13, 39, 50]",14-Nov-12,31-Dec-10,0,6,208,"[34, 27, 45, 13, 39, 50]",31-Dec-10
23152260,48,62419,"[375, 375, 42, 215, 529, 228, 6568, 228, 400, 150, 765, 450, 4939, 1773, 3166, 363, 1009, 2464, 10, 200, 63, 2155, 450, 100, 475, 192, 405, 3994, 250, 117, 300, 5560, 2200, 5560, 5560, 1312, 403, 731, 439, 178, 793, 762, 1946, 70, 2119, 1136, 900]",14-Nov-12,31-May-12,0,43,54993,"[375, 375, 42, 215, 529, 228, 6568, 228, 400, 363, 294, 150, 765, 450, 4939, 200, 1009, 2464, 10708, 63, 2155, 450, 100, 475, 192, 405, 3994, 3994, 250, 117, 300, 5560, 1312, 403, 731, 439, 178, 793, 762, 1946, 70, 2]",31-Oct-11
23152254,6,496,"[30, 26, 130, 40, 129, 141]",14-Nov-12,31-Aug-12,0,6,496,"[30, 26, 130, 40, 129, 141]",31-Aug-09
23152252,10,4867,"[128, 1895, 139, 314, 64, 110, 746, 1025, 423, 23]",14-Nov-12,31-Jul-12,0,10,4867,"[128, 1895, 139, 314, 64, 110, 746, 1025, 423, 23]",30-Nov-09
23152245,42,4798,"[286, 42, 76, 94, 109, 60, 62, 218, 59, 51, 158, 116, 80, 387, 121, 59, 186, 120, 94, 82, 133, 52, 77, 123, 54, 245, 94, 71, 83, 69, 148, 212, 43, 61, 64, 53, 142, 152, 122, 99, 99, 142]",14-Nov-12,30-Sep-11,1,52,4781,"[42, 78, 76, 134, 55, 109, 51, 43, 21, 139, 99, 42, 59, 290, 57, 54, 158, 80, 387, 121, 59, 186, 36, 120, 94, 82, 133, 52, 70, 245, 94, 34, 35, 71, 30, 83, 69, 59, 31, 212, 42, 43, 30, 61, 53, 76, 54, 142, 113, 56, 122, 99]",31-Jan-08
23152242,2,663,"[431, 232]",14-Nov-12,28-Jul-08,0,1,431,[431],28-Jul-08
23152239,5,114,"[40, 74]",14-Nov-12,30-Nov-11,0,4,0,[],30-Jun-07
23152235,6,553,"[35, 96, 52, 153, 172, 45]",14-Nov-12,8-Feb-12,0,6,553,"[35, 96, 52, 153, 172, 45]",11-Sep-09
23152233,61,3901,"[235, 20, 103, 21, 22, 37, 58, 22, 39, 24, 102, 53, 108, 242, 55, 122, 38, 61, 108, 27, 62, 72, 106, 23, 11, 57, 38, 63, 37, 39, 14, 52, 58, 128, 18, 46, 119, 21, 38, 203, 18, 108, 18, 24, 86, 37, 10, 123, 155, 212, 20, 53, 111, 136, 66, 22]",14-Nov-12,31-Mar-11,1,30,2089,"[103, 21, 22, 39, 24, 102, 53, 108, 242, 38, 108, 62, 72, 23, 11, 38, 14, 58, 18, 46, 119, 203, 24, 86, 123, 155, 111, 66]",31-Jul-07
23152232,38,356,"[22, 6, 12, 3, 15, 6, 10, 27, 10, 8, 7, 8, 4, 11, 8, 35, 31, 3, 8, 25, 10, 14, 2, 21, 21, 6, 20, 3]",14-Nov-12,31-Jul-11,1,31,332,"[22, 6, 12, 3, 15, 6, 10, 27, 10, 8, 7, 4, 11, 8, 35, 31, 8, 25, 10, 21, 9, 21, 20, 3]",30-Sep-07
